time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.RTK,.Zone,.Letter
2022/10/06/20:05:04.092741,0,304,0,GPS1_Frame,42.33869849999999,-71.088412,6.8,327959.2931913021,4689494.87601012,5,19,T
2022/10/06/20:05:05.099001,0,305,0,GPS1_Frame,42.33870316666666,-71.08841483333335,6.9,327959.0725022459,4689495.399940749,5,19,T
2022/10/06/20:05:06.098751,0,306,0,GPS1_Frame,42.33870749999999,-71.08841766666666,6.8,327958.85090415133,4689495.886857248,5,19,T
2022/10/06/20:05:07.103121,0,307,0,GPS1_Frame,42.33870933333333,-71.08841816666667,6.8,327958.81471300323,4689496.091446649,5,19,T
2022/10/06/20:05:08.100417,0,308,0,GPS1_Frame,42.33870883333334,-71.08841866666667,6.9,327958.77215831145,4689496.036937115,5,19,T
2022/10/06/20:05:09.097774,0,309,0,GPS1_Frame,42.33870766666667,-71.0884195,7.0,327958.70032474457,4689495.909073757,5,19,T
2022/10/06/20:05:10.094799,0,310,0,GPS1_Frame,42.338706833333326,-71.08841916666667,7.2,327958.7255127642,4689495.815863978,5,19,T
2022/10/06/20:05:11.098237,0,311,0,GPS1_Frame,42.338706833333326,-71.088419,7.4,327958.7392431227,4689495.8155267555,5,19,T
2022/10/06/20:05:12.100284,0,312,0,GPS1_Frame,42.33870483333333,-71.08841816666667,7.5,327958.80244044506,4689495.5917558465,5,19,T
2022/10/06/20:05:13.095988,0,313,0,GPS1_Frame,42.33870116666667,-71.08841699999999,7.5,327958.88855310605,4689495.182239826,5,19,T
2022/10/06/20:05:14.097793,0,314,0,GPS1_Frame,42.33869933333334,-71.08841716666667,7.6,327958.8698228183,4689494.978999313,5,19,T
2022/10/06/20:05:15.099046,0,315,0,GPS1_Frame,42.33869883333333,-71.08841866666667,7.4,327958.7448859551,4689494.9265131075,5,19,T
