time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.RTK,.Zone,.Letter
2022/10/06/19:51:36.089129,0,85896,0,GPS1_Frame,42.338625500000006,-71.08872649999999,12.6,327933.18488316186,4689487.406298357,5,19,T
2022/10/06/19:51:37.089262,0,85897,0,GPS1_Frame,42.33862516666667,-71.08872616666666,12.8,327933.2114347057,4689487.368609678,5,19,T
2022/10/06/19:51:38.089226,0,85898,0,GPS1_Frame,42.338625,-71.08872583333333,12.8,327933.2384408533,4689487.349428068,5,19,T
2022/10/06/19:51:39.086648,0,85899,0,GPS1_Frame,42.33862466666666,-71.08872533333333,12.9,327933.2787227744,4689487.311402122,5,19,T
2022/10/06/19:51:40.087270,0,85900,0,GPS1_Frame,42.338624333333335,-71.08872500000001,13.0,327933.30527431506,4689487.273713445,5,19,T
2022/10/06/19:51:41.089338,0,85901,0,GPS1_Frame,42.33862383333334,-71.0887245,13.2,327933.3451016317,4689487.217180431,5,19,T
2022/10/06/19:51:42.087874,0,85902,0,GPS1_Frame,42.33862366666667,-71.08872416666667,13.2,327933.3721077803,4689487.197998822,5,19,T
2022/10/06/19:51:43.085096,0,85903,0,GPS1_Frame,42.33862333333333,-71.08872366666667,13.3,327933.4123897009,4689487.159972874,5,19,T
2022/10/06/19:51:44.089559,0,85904,0,GPS1_Frame,42.338623000000005,-71.08872333333333,13.4,327933.438941247,4689487.122284197,5,19,T
2022/10/06/19:51:45.086823,0,85905,0,GPS1_Frame,42.338622666666666,-71.088723,13.5,327933.46549279126,4689487.084595522,5,19,T
2022/10/06/19:51:46.089953,0,85906,0,GPS1_Frame,42.338622333333326,-71.08872233333334,13.5,327933.5195050923,4689487.046232305,5,19,T
2022/10/06/19:51:47.090669,0,85907,0,GPS1_Frame,42.338622,-71.08872166666667,13.6,327933.57351739187,4689487.007869087,5,19,T
2022/10/06/19:51:48.088573,0,85908,0,GPS1_Frame,42.33862166666666,-71.08872133333332,13.7,327933.6000689395,4689486.970180412,5,19,T
2022/10/06/19:51:49.089477,0,85909,0,GPS1_Frame,42.338621333333336,-71.08872066666666,13.8,327933.65408124216,4689486.931817195,5,19,T
2022/10/06/19:51:50.093414,0,85910,0,GPS1_Frame,42.338620999999996,-71.08872016666666,13.8,327933.6943631659,4689486.893791251,5,19,T
2022/10/06/19:51:51.089238,0,85911,0,GPS1_Frame,42.33862066666667,-71.08871966666668,13.9,327933.73464508995,4689486.855765306,5,19,T
2022/10/06/19:51:52.087619,0,85912,0,GPS1_Frame,42.33862033333333,-71.08871933333333,14.0,327933.76119663694,4689486.818076631,5,19,T
2022/10/06/19:51:53.091200,0,85913,0,GPS1_Frame,42.338620000000006,-71.08871883333333,14.1,327933.80147856404,4689486.7800506875,5,19,T
2022/10/06/19:51:54.091037,0,85914,0,GPS1_Frame,42.338619666666666,-71.08871833333333,14.1,327933.8417604894,4689486.742024742,5,19,T
2022/10/06/19:51:55.091434,0,85915,0,GPS1_Frame,42.33861950000001,-71.088718,14.2,327933.86876664317,4689486.722843135,5,19,T
2022/10/06/19:51:56.093420,0,85916,0,GPS1_Frame,42.33861916666667,-71.08871733333334,14.2,327933.9227789471,4689486.68447992,5,19,T
